-77.0406981821 38.995755726
-77.0402052736 38.9953594458
-77.0412354136 38.9953363865
-77.0408865626 38.9951305816
-77.0415202797 38.9950857679
-77.0398105416 38.9950537526
-77.0405329431 38.994858477
-77.0417611454 38.9948056173
-77.0394072706 38.9947478807
-77.0401773612 38.9945817778
-77.0419995824 38.9945206928
-77.041744852 38.9943825081
-77.0414497909 38.9943654074
-77.0398333291 38.9943113794
-77.042206754 38.9942683887
-77.0414597542 38.9942286595
-77.0420991285 38.9941996949
-77.0411886098 38.9940483211
-77.0394927615 38.9940389969
-77.0424466032 38.9940348094
-77.042308514 38.9939844136
-77.0408379667 38.9939270135
-77.0409475864 38.9938528377
-77.0427656431 38.9938092181
-77.0426700108 38.9937204321
-77.0431040904 38.9936110036
-77.0412570257 38.9935866268
-77.0405882015 38.9935812757
-77.0403791731 38.9934155071
-77.0433983016 38.9933744296
-77.0416233641 38.9933081437
-77.0417926279 38.993178005
-77.0400376905 38.9931542066
-77.0436248407 38.9930944605
-77.0418260003 38.9930025133
-77.0413052663 38.9929710796
-77.0396290432 38.9929188714
-77.0421233027 38.9929151172
-77.0438021944 38.9927991055
-77.0393843639 38.9927773452
-77.0407991876 38.992729387
-77.042166804 38.9926918783
-77.0432944342 38.99265147
-77.0408765861 38.9926311706
-77.042944709 38.9925153949
-77.0423295696 38.9925087729
-77.0439211286 38.9924880077
-77.0406086704 38.9924314621
-77.0426151892 38.992385437
-77.0396181905 38.9922924449
-77.0412588153 38.9922916975
-77.04038567 38.9922512852
-77.0439911125 38.9921665688
-77.0396035763 38.9921666953
-77.0438573201 38.9921539175
-77.0449252821 38.9921437834
-77.0427117539 38.9921071385
-77.0401169351 38.9920268933
-77.0427833097 38.99189587
-77.0415731315 38.9918906312
-77.0452515453 38.9918669257
-77.0449083494 38.9918340879
-77.044003136 38.9918230816
-77.0399185027 38.9918089627
-77.0403916376 38.9917827666
-77.0438601847 38.9917446739
-77.0416989096 38.9916228627
-77.0456015871 38.9915940214
-77.0428354126 38.9915845275
-77.0404270681 38.9915676385
-77.0396732972 38.9915458265
-77.0405870397 38.9915420899
-77.0438105299 38.9915248923
-77.0448966105 38.9915233995
-77.0439793853 38.9914944713
-77.0417639879 38.9913843923
-77.045568509 38.9913118073
-77.0406891758 38.9913058593
-77.0467324727 38.9912666674
-77.045765165 38.9912554292
-77.0394081084 38.9912542305
-77.0418053153 38.9911936739
-77.0439286296 38.9911743389
-77.0448848468 38.991173075
-77.0428172659 38.9911602478
-77.0462748962 38.9910683986
-77.0407156984 38.9910578543
-77.0438765334 38.9909260023
-77.0417630032 38.9908860589
-77.0458649873 38.9908590292
-77.0406999951 38.990847338
-77.0405668991 38.990836124
-77.0448671657 38.9907741986
-77.0462035908 38.9907586346
-77.0426925813 38.9907403309
-77.0438123227 38.9906861379
-77.0453710309 38.9906216755
-77.0404577889 38.9905802387
-77.0420519584 38.9905566155
-77.0454193336 38.9905245483
-77.0448579646 38.9904603563
-77.0460526262 38.9904266518
-77.0406950166 38.9904167476
-77.0437065054 38.9903601706
-77.0424838776 38.9903390914
-77.0408895501 38.9902798452
-77.0402663524 38.9902769085
-77.0427345443 38.9902670246
-77.0459428168 38.9901902296
-77.0431667602 38.9901646227
-77.0410847759 38.990143933
-77.0447334157 38.9900899866
-77.0435777317 38.9900549306
-77.0413009966 38.9899867538
-77.0400075068 38.9899718894
-77.0400788405 38.9899708741
-77.0399758725 38.9899591086
-77.0395215308 38.9899250318
-77.0414891722 38.9898377816
-77.045773013 38.9898163656
-77.043473226 38.989794272
-77.0446077335 38.9897509658
-77.046791332 38.9896701198
-77.0398863659 38.9896631295
-77.0417081436 38.9896505132
-77.0401982 38.9895750126
-77.046530746 38.9895672599
-77.0458449664 38.9895231203
-77.0466253656 38.9895207399
-77.0457228288 38.9894981253
-77.0401423989 38.989486391
-77.0419033472 38.9894822602
-77.0433377366 38.9894511997
-77.0444453623 38.9894368214
-77.0421480412 38.9892690381
-77.0404483826 38.9892607201
-77.0463737915 38.9892527557
-77.045948634 38.9891873438
-77.0442838397 38.9891856438
-77.0395654422 38.98918184
-77.0431920836 38.9890959699
-77.0407417765 38.9890240628
-77.0425210667 38.9890209072
-77.0454435255 38.9890016117
-77.0393686339 38.9889612053
-77.0398619541 38.9889430218
-77.0441122773 38.9889363614
-77.0428457794 38.9888612534
-77.0430823783 38.9888217105
-77.0483138142 38.9888179551
-77.0477497149 38.9887970174
-77.0471656014 38.9887069021
-77.0453946228 38.9886988648
-77.039300034 38.9886850368
-77.0439484412 38.9886734735
-77.0402104484 38.9886574775
-77.0392789706 38.9885834313
-77.0445339331 38.9885752428
-77.0482167896 38.9885483794
-77.046642847 38.9885423516
-77.041314233 38.9885284106
-77.0404028183 38.988498011
-77.0450509676 38.988463343
-77.0462472183 38.9884399953
-77.0459131492 38.9883950859
-77.0453853107 38.9883950216
